         4529737 function calls (4520266 primitive calls) in 10.091 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.001    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\axes\_base.py:1913(_update_line_limits)
      178    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\backend_bases.py:774(restore)
      144    0.000    0.000    0.000    0.000 {built-in method math.radians}
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\transforms.py:550(anchored)
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\dtypes\cast.py:93(maybe_downcast_to_dtype)
        8    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\numpy\ma\core.py:293(_scalar_fill_value)
      104    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\backend_bases.py:997(set_snap)
       44    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\base.py:710(shape)
       48    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\dtypes\inference.py:246(is_array_like)
       14    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\artist.py:927(set_label)
      102    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\backend_bases.py:895(set_antialiased)
        4    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\collections.py:696(_set_edgecolor)
       40    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:59(<listcomp>)
       36    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\axis.py:1516(have_units)
        6    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
        6    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\projections\__init__.py:63(process_projection_requirements)
       24    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\nanops.py:65(<genexpr>)
      106    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\backend_bases.py:985(set_url)
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\io\formats\format.py:246(_get_footer)
        2    0.000    0.000    0.004    0.002 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\series.py:1617(to_string)
        6    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\os.py:664(__getitem__)
        4    0.000    0.000    0.001    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\indexing.py:2352(check_bool_indexer)
       30    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\axis.py:760(get_transform)
       22    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\numpy\linalg\linalg.py:111(get_linalg_error_extobj)
       38    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\artist.py:522(get_snap)
        6    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\axes\_base.py:876(_set_position)
       30    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\internals\blocks.py:2807(<dictcomp>)
       68    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\series.py:399(_constructor)
        8    0.000    0.000    0.000    0.000 {built-in method numpy.putmask}
        1    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\path.py:716(circle)
       68    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\common.py:185(_all_none)
       30    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\base.py:794(size)
        6    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\axes\_base.py:2449(<listcomp>)
       36    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\generic.py:386(<dictcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\io\formats\format.py:188(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\numpy\core\arrayprint.py:518(array2string)
       24    0.000    0.000    0.006    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\spines.py:176(cla)
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\transforms.py:597(shrunk_to_aspect)
      102    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\common.py:172(<genexpr>)
        1    0.000    0.000    0.020    0.020 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\computation\expressions.py:7(<module>)
       32    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\indexes\api.py:249(<setcomp>)
       40    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\series.py:720(__len__)
       14    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\numpy\core\arrayprint.py:693(_extendLine)
        4    0.000    0.000    0.013    0.003 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\backends\backend_agg.py:409(get_renderer)
       18    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\dtypes\cast.py:1264(construct_1d_ndarray_preserving_na)
        8    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\ops\__init__.py:892(_align_method_SERIES)
       44    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\numpy\linalg\linalg.py:121(isComplexType)
       22    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\numpy\linalg\linalg.py:209(_assertNdSquareness)
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\Documents\UCT\Third Year\CSC3003S\Capstone\Prototype\egypt-simulation\src\simulation\frame_view.py:152(<listcomp>)
        2    0.000    0.000    0.478    0.239 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\backend_bases.py:3210(new_figure_manager)
       66    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\markers.py:326(get_alt_path)
       34    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\common.py:168(_not_none)
        4    0.000    0.000    0.002    0.001 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\generic.py:11596(stat_func)
       72    0.000    0.000    0.000    0.000 {built-in method math.cos}
        6    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\rcsetup.py:118(validate_bool)
        6    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\cbook\__init__.py:694(bubble)
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\indexes\base.py:1119(<listcomp>)
        6    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\ticker.py:2004(view_limits)
        4    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\dtypes\cast.py:1195(construct_1d_arraylike_from_scalar)
        6    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\figure.py:120(add)
       26    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\axes\_base.py:3666(get_yscale)
       36    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\artist.py:651(set_clip_box)
        6    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\axis.py:2339(_update_offset_text_position)
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\numpy\core\arrayprint.py:480(_array2string)
       90    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        2    0.000    0.000    0.061    0.030 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\axes\_base.py:1843(add_collection)
       34    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\patches.py:246(set_antialiased)
       26    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\dtypes\common.py:1253(is_timedelta64_ns_dtype)
        8    0.000    0.000    0.019    0.002 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\computation\expressions.py:205(evaluate)
       51    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
       32    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\indexes\base.py:1822(is_categorical)
       13    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\logging\__init__.py:1542(isEnabledFor)
       33    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\_config\config.py:609(_warn_if_deprecated)
       24    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\ticker.py:1445(raise_if_exceeds)
       12    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\dtypes\common.py:814(is_datetimelike)
       72    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\axis.py:1482(_update_axisinfo)
        9    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\numpy\core\numerictypes.py:238(obj2sctype)
        6    0.000    0.000    0.001    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\logging\__init__.py:980(emit)
       12    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\gridspec.py:150(_normalize)
       12    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\ticker.py:617(get_offset)
        8    0.000    0.000    0.001    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\logging\__init__.py:1284(debug)
        2    0.000    0.000    0.059    0.030 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\collections.py:185(get_datalim)
       24    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\artist.py:848(set_visible)
        4    0.000    0.000    0.001    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\transforms.py:891(update_from_data_xy)
        5    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\tkinter\__init__.py:732(after)
       14    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\axis.py:2502(get_minpos)
        8    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\ops\__init__.py:139(maybe_upcast_for_op)
       62    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\internals\managers.py:760(nblocks)
        6    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\logging\__init__.py:495(formatTime)
       82    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\cbook\__init__.py:912(<listcomp>)
       26    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\numpy\ma\core.py:3365(shape)
       12    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\cm.py:154(get_cmap)
       16    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\arrays\numpy_.py:165(__array__)
        4    0.000    0.000    0.002    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\axes\_base.py:1884(add_line)
       28    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\indexes\range.py:181(_data)
       14    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\axis.py:2117(get_minpos)
        8    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\numpy\ma\core.py:291(_extremum_fill_value)
       30    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\series.py:593(_internal_get_values)
        4    0.000    0.000    0.001    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\axes\_base.py:3469(set_ybound)
        6    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
       56    0.000    0.000    0.000    0.000 {built-in method _tkinter._flatten}
        4    0.000    0.000    0.002    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\nanops.py:96(f)
        2    0.000    0.000    0.016    0.008 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\backends\_backend_tk.py:609(destroy)
       72    0.000    0.000    0.000    0.000 {method 'get_bitmap_offset' of 'matplotlib.ft2font.FT2Font' objects}
       56    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\image.py:130(<genexpr>)
